registration,association_name,address,type,registration_status,enforcement_status,reg_date
CR25000030,"CATALINA ISLE TOWNHOMES HOMEOWNERS' ASSOCIATION, INC.",SW 152 AVE & SW 8 WAY MIAMI FL 33194,Homeowner,Issued,No,01-31-2027
CR25000031,"BRANDONWOOD ESTATES ASSOCIATION, INC.",SW 159 TERRACE & 109 AVENUE MIAMI FLORIDA 33157,Homeowner,Issued,No,01-31-2027
CR25000032,"ARBOR COURTS ASSOCIATION, INC.",14311 SW 98 TER MIAMI FL 33186,Homeowner,Issued,No,01-31-2027
CR25000033,"LEEWARD ISLES HOMEOWNERS ASSOCIATION, INC.",NE 3 DR & NE 34 ST FHOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR25000034,"SEASTONE TOWNHOMES HOA, INC.",10811 SW 108 PL MIAMI FL 33157,Homeowner,Issued,No,01-31-2027
CR25000035,"THE WATERWAYS AT ISLES AT BAYSHORE HOMEOWNERS' ASSOCIATION, INC.",SW 92 PL & SW 221 ST MIAMI FL 33190,Homeowner,Issued,No,01-31-2027
CR25000037,"GOLFWOOD OF THE CALIFORNIA CLUB HOMEOWNERS ASSOCIATION III, INC.",12905 SW 132 ST MIAMI FL 33179,Homeowner,Issued,No,01-31-2027
CR25000038,"DEER CREEK SUBDIVISION HOMEOWNERS' ASSOCIATION, INC.",6301 SW 157 TH PL MIAMI FLORIDA 33193,Homeowner,Issued,No,01-31-2027
CR25000039,"TOWNHOMES OF DORAL OAKS HOMEOWNERS ASSOCIATION, INC.",9800 NW 52 TERRACE DORAL FLORIDA 33178,Homeowner,Rejected,No,
CR25000040,"THE WILLIAM LEE, INC.",7720 HARDING AVE MIAMI BEACH FLORIDA 33141,Condominium,Issued,No,01-31-2027
CR25000041,"THE MERIDIAN (MIAMI BEACH) CONDOMINIUM ASSOCIATION, INC.",2001 MERIDIAN AVENUE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000042,"VARADERO CONDOMINIUM ASSOCIATION, INC.","1250 W 26 PL. HIALEAH, FL. 33010 HIALEAH FL 33012",Condominium,Issued,No,01-31-2027
CR25000043,"VILLA MONREAL CONDOMINIUM ASSOCIATION, INC",1685 WEST 42ND STREET HIALEAH FLORIDA 33012,Condominium,Rejected,No,
CR25000044,"GARDENGATE II CONDOMINIUM, INC.",8701 NW 107 LN HIALEAH GARDENS FL 33018,Condominium,Issued,No,01-31-2027
CR25000045,"ALAMEDA TOWER 5 CONDOMINIUM ASSOCIATION, INC.",5480 & 5490 W 21 CT HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000046,"FLAMINGO PARKVIEW CONDOMINIUM, INC.",1100 11TH STREET MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000048,"CLARIS CONDOMINIUM ASSOCIATION, INC",234 MERIDIAN AVENUE MIAMI FLORIDA 33139,Condominium,Rejected,No,
CR25000049,"SUNSET LAKE TOWNHOMES HOMEOWNER'S ASSOCIATION, INC.",SW 72 STREET & 166 AVENUE MIAMI FLORIDA 33193,Homeowner,Issued,No,01-31-2027
CR25000052,"TWIN LAKES ASSOCIATION, INC.",6651 SW 139 AVE MIAMI FLORIDA 33183,Homeowner,Issued,No,01-31-2027
CR25000053,"HIBISCUS SOUTH CONDOMINIUM ASSOCIATION, INC.",753 MICHIGAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000054,"GRAND LAKES ESTATES HOMEOWNERS ASSOCIATION, INC.",16435 SW 42 TER MIAMI FL 33185,Homeowner,Issued,No,01-31-2027
CR25000055,"TOWERS NORTH CONDOMINIUM ASSOCIATION, INC.",8095 NW 8 ST MIAMI FLORIDA 33126,Condominium,Issued,No,01-31-2027
CR25000056,"CARMEL VILLAS CONDOMINIUM ASSOCIATION, INC.",215 30TH STREET MIAMI BEACH FL 33139,Condominium,Rejected,No,
CR25000057,"THE CHELSEA CONDOMINIUM ASSOCIATION, INC.",530 15TH STREET MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000058,"MIRADOR 1035 CONDOMINIUM ASSOCIATION, INC.",1035 WEST AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000059,"THE EMPIRE CONDOMINIUM ASSOCIATION, INC.",750 COLLINS AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000061,"CHRISTOPHER PLAZA CONDOMINIUM ASSOCIATION, INC.",1736 SW 19 ST MIAMI FL 33145,Condominium,Issued,No,01-31-2027
CR25000062,"THE DANTON CONDOMINIUM ASSOCIATION, INC.",1528-1532 DREXEL AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000063,"OCEAN VILLAS OF MIAMI BEACH CONDOMINIUM ASSOCIATION, INC.",3700 AND 3710 COLLINS AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR25000066,"EVERGLADES EAST CONDOMINIUM ASSOCIATION, INC.",536 14TH STREET MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000067,"ATLANTIC II AT THE POINT CONDOMINIUM ASSOCIATION, INC.",21150 POINT PLACE AVENTURA FLORIDA 33180,Condominium,Issued,No,01-31-2027
CR25000068,"LOFT DOWNTOWN CONDOMINIUM ASSOCIATION, INC.",234 NE 3RD STREET MIAMI FL 33132,Condominium,Issued,No,01-31-2027
CR25000069,"THE COURTS AT KENDALL CONDOMINIUM ASSOCIATION, INC.",15490 SW 80 STREET MIAMI FLORIDA 33193,Condominium,Issued,No,01-31-2027
CR25000070,"WINDSOR ON THE BEACH CONDOMININIUM ASSOCIATION, INC.",836 PENNSYLVANIA AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000072,"PORTA BELA CONDOMINIUM ASSOCIATION, INC.",16851 NE 21 AVE NORTH MIAMI BEACH FL 33162,Condominium,Issued,No,01-31-2027
CR25000073,"CRESTVIEW TOWERS CONDOMINIUM ASSOCIATION, INC.",2025 NE 164TH STREET NORTH MIAMI BEACH FLORIDA 33162,Condominium,Issued,No,01-31-2027
CR25000074,"BONI-VISTA CONDOMINIUM ASSOCIATION, INC.",7125 BONITA DR MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000076,"SELMA CONDOMINIUM ASSOCIATION, INC.",526 15TH STREET MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000077,"CATALINA TOWNHOMES HOMEOWNERS' ASSOCIATION, INC.",288 NE 200 TERRACE MIAMI FL 33179,Homeowner,Issued,No,01-31-2027
CR25000078,"CORAL LAKES HOME OWNERS ASSOCIATION OF MIAMI, INC.",14850 SW 26TH STREET MIAMI FL 33185,Homeowner,Issued,No,01-31-2027
CR25000079,"LAGO GRANDE 5-D CONDOMINIUM ASSOCIATION, INC.",6374 W 27 WAY HIALEAH FLORIDA 33016,Condominium,Issued,No,01-31-2027
CR25000080,"BELLA LUNA CONDOMINIUM ASSOCIATION, INC.",1245 W 24 STREET HIALEAH FLORIDA 33010,Condominium,Issued,No,01-31-2027
CR25000082,"OASIS EN MANGO HILL CONDOMINIUM (MANGO HILL CONDOMINIUM NO. XVI) ASSOCIATION, INC.",WEST 9 LANE HIALEAH FLORIDA 33012,Condominium,Issued,No,01-31-2027
CR25000084,"MAHOGANY ISLE HOMES CONDOMINIUM ASSOCIATION, INC.",SW 104TH STREET & 14TH AVENUE MIAMI FL 33196,Condominium,Issued,No,01-31-2027
CR25000085,"VILLAS DE VALENCIA CONDOMINIUM ASSOCIATION, INC.",8301 NW 99 ST HIALEAH HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000086,"MAHOGANY KEY CONDOMINIUM ASSOCIATION, INC.",13501 SW 128 ST MIAMI FL 33196,Condominium,Issued,No,01-31-2027
CR25000087,"PLUMBAGO COMMUNITY ASSOCIATION, INC.",10450 MAHOGANY KEY CIRCLE MIAMI FL 33196,Master Association,Issued,No,01-31-2027
CR25000089,"LAKEVIEW OF THE CALIFORNIA CLUB HOMEOWNERS ASSOCIATION, INC.",20860 SAN SIMEON WAY MIAMI FL 33179,Master Association,Issued,No,01-31-2027
CR25000090,"PUERTA DEL SOL HOMEOWNERS ASSOCIATION, INC",137 SW 15TH RD HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR25000092,"MIDWAY MANSIONS TOWNHOMES CONDOMINIUM ASSOCIATION, INC.",7985 NW 7TH STREET MIAMI FLORIDA 33126,Condominium,Issued,No,01-31-2027
CR25000093,"SONOMA LAKE CONDOMINIUM ASSOCIATION, INC",8261 SW 157TH AVE MIAMI FL 33193,Condominium,Issued,No,01-31-2027
CR25000094,"THE PRADO CONDOMINIUM ASSOCIATION, INC.",10641 SW 108 AVE MIAMI FL 33176,Condominium,Issued,No,01-31-2027
CR25000095,"LUCY OWNER'S ASSOCIATION, INC.",2033 CALAIS DR MIAMI BEACH FL 33141,Condominium,Rejected,No,
CR25000096,"VISTA ALEGRE TOWNHOMES VILLAS PROPERTY OWNERS ASSOCIATION, INC.",15250 SW 154 PL MIAMI FL 33186,Master Association,Issued,No,01-31-2027
CR25000099,"VILLA ENCANTADA MASTER HOMEOWNERS ASSOCIATION, INC.",15731 SW 137 AVE MIAMI FL 33177,Master Association,Issued,No,01-31-2027
CR25000100,"BENT TREE PARCEL NO. 1-A ASSOCIATION, INC.",4918 SW 138 AVE MIAMI FLORIDA 33175,Homeowner,Issued,No,01-31-2027
CR25000101,"BAYSHORE TERRACE CONDOMINIUM, INC.",1455 WEST AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000102,"PINE ROCKLAND ESTATES HOMEOWNERS ASSOCIATION, INC.",7280 SW 72 PL MIAMI FL 33186,Homeowner,Issued,No,01-31-2027
CR25000103,"THE GARDENS OF KENDALL SOUTH CONDOMINIUM NO. 6 ASSOCIATION, INC.",10825 SW 112TH AVE MIAMI FLORIDA 33176,Condominium,Issued,No,01-31-2027
CR25000104,"HARBORVIEW AT FISHER ISLAND CONDOMINIUM ASSOCIATION, INC.",4400 - 4700 FISHER ISLAND DR MIAMI BEACH FLORIDA 33109,Condominium,Issued,No,01-31-2027
CR25000105,"RIVER RUN CONDOMINIUM ASSOCIATION, INC.",1700 NW NORTH RIVER DR MIAMI FLORIDA 33125,Condominium,Issued,No,01-31-2027
CR25000108,"CREEK CLUB NO. 1, INC.",8000 TATUM WATERWAY DRIVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR25000109,"AVENTI AT AVENTURA CONDOMINIUM ASSOCIATION, INC.",2901 NE 185 ST AVENTURA FL 33180,Condominium,Rejected,No,
CR25000110,MNTY CONDOMINIUM ASSOCIATION #3 INC.,20910 NE 8 CT MIAMI FLORIDA 33179,Condominium,Issued,No,01-31-2027
CR25000111,"EUREKA GARDEN HOMEOWNERS ASSOCIATION, INC.",SW 109 PATH & SW 181 TERRACE MIAMI FLORIDA 33157,Homeowner,Issued,No,01-31-2027
CR25000116,"MICHIGAN TERRACE ASSOCIATION, INC.",750 MICHIGAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000119,"BAYSIDE VILLAGE CONDOMINIUM ASSOCIATION, INC.",40306 FISHER ISLAND DRIVE MIAMI FL 33109,Condominium,Rejected,No,
CR25000120,"BEACHGARDENS CONDOMINIUM ASSOCIATION, INC.",439 15 ST MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000121,"THE OHIO APARTMENT BUILDING CONDOMINIUM ASSOCIATION, INC.",1550 DREXEL AVENUE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000122,"BAYVIEW AT FISHER ISLAND CONDOMINIUM NO. TWO ASSOCIATION, INC.",5300 FISHER ISLAND DR MIAMI BEACH FL 33109,Condominium,Issued,No,01-31-2027
CR25000123,"WEST VIEW LAKE TOWNHOMES CONDOMINIUM ASSOCIATION, INC.",5328 W 26 AVENUE HIALEAH FLORIDA 33016,Condominium,Expired,Yes,01-31-2026
CR25000126,"905 MICHIGAN CONDOMINIUM ASSOCIATION, INC.",905 MICHIGAN AVE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000127,"BASE01 CONDOMINIUM ASSOCIATION, INC.",1235 EUCLID AVE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000128,"HIDDEN LAKE TOWNHOME HOMEOWNERS ASSOCIATION, INC",13700 SW 131 TERR MIAMI FL 33186,Homeowner,Issued,No,01-31-2027
CR25000130,"GARDENS ESTATE HOMEOWNERS ASSOCIATION, INC",12073 SW 125 ST MIAMI FL 33186,Homeowner,Issued,No,01-31-2027
CR25000131,"EUCLID GARDENS CONDOMINIUM, INC.",1575 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000133,"801 SMA DESIGNER SUITES CONDOMINIUM ASSOCIATION, INC.",805 S MIAMI DR BRICKELL FL 33131,Condominium,Expired,Yes,01-31-2026
CR25000136,"WESTLAND VILLAGE CONDOMINIUM III ASSOCIATION, INC.",2347 W 66 PLACE HIALEAH FL 33016,Condominium,Rejected,No,
CR25000138,"8000 CONDOMINIUM, INC.",8000 HARDING AVE MIAMI BEACH FL 33141,Condominium,Abandoned,No,
CR25000140,"VILLA BELLINI CONDOMINIUM ASSOCIATION, INC.",7050 NW 179 ST HIALEAH FL 33015,Condominium,Issued,No,01-31-2027
CR25000143,"INLAND TOWERS CONDOMINIUM ASSOCIATION, INC.",2075 NE 164 ST NORTH MIAMI BEACH FL 33162,Condominium,Issued,No,01-31-2027
CR25000144,VILLA BRICKELL CONDOMINIUM ASSOCIATION INC.,1824 BRICKELL AVE MIAMI FLORIDA 33129,Condominium,Issued,No,01-31-2027
CR25000146,"CASA BELLA CONDOMINIUM ASSOCATION OF HIALEAH, INC.",4500 W 16 AVE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000147,"BISCAYNE PARK TERRACE CONDOMINIUM ASSOCIATION, INC.",1360 NE 119 ST NORTH MIAMI FLORIDA 33012,Condominium,Issued,No,01-31-2027
CR25000148,"MIRAMAR TERRACE CONDOMINIUM ASSOCIATION, INC.",1051 SW 1 STREET MIAMI FLORIDA 33130,Condominium,Issued,No,01-31-2027
CR25000149,"VILLAS DE MARBELLA CONDOMINIUM ASSOCIATION, INC.",2560 WEST 60 STREET HIALEAH FLORIDA 33018,Condominium,Issued,No,01-31-2027
CR25000151,"VIZCAYA VILLAS CONDOMINIUM ASSOCIATION, INC.",355 E 4 STREET HIALEAH FLORIDA 33010,Condominium,Issued,No,01-31-2027
CR25000152,"MADRID TERRACE CONDOMINIUM ASSOCIATION, INC.",6820 W FLAGLER ST MIAMI FLORIDA 33144,Condominium,Rejected,No,
CR25000153,"LUDLUM VILLAS EAST CONDOMINIUM ASSOCIATION, INC.",1310 WEST 42 STREET HIALEAH FLORIDA 33012,Condominium,Issued,No,01-31-2027
CR25000154,"CCA CONDOMINIUM ASSOCIATION, INC",94 CIR LN SW 139-142 AVE MIAMI FL 33186,Master Association,Expired,Yes,01-31-2026
CR25000155,"CAMELOT HOMEOWNERS ASSOCIATION, INC.",14047 SW 94TH CIR LN MIAMI FL 33186,Master Association,Issued,No,01-31-2027
CR25000156,"ALHAMBRA CONDOMINIUM NO. IV ASSOCIATION, INC.",2261 W 53 STREET HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000157,"BRIDGEPORT GROVES CONDOMINIUM ASSOCIATION, INC.",2924 BRIDGEPORT AVE MIAMI FLORIDA 33133,Condominium,Expired,Yes,01-31-2026
CR25000158,"LAS BRISAS TOWNHOUSE APARTMENTS CONDOMINIUM #IV ASSOCIATION, INC.",2567 WEST 52 PLACE HIALEAH FL 33015,Condominium,Issued,No,01-31-2027
CR25000159,"EL CABRIALES CONDOMINIUM ASSOCIATION, INC.",1305 W 44 PL HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000161,"THE COURTYARD VILLAS CONDOMINIUM ASSOCIATION, INC.",18000 NW 68TH AVE HIALEAH FL 33015,Condominium,Issued,No,01-31-2027
CR25000163,"AKOYA CONDOMINIUM ASSOCIATION, INC.",6365 COLLINS AVE MIAMI BEACH FLORIDA 33141,Condominium,Rejected,No,
CR25000165,"L'ATELIER CONDOMINIUM ASSOCIATION, INC.",6901 COLLINS AVE MIAMI BEACH FL 33141,Condominium,Closed,No,01-31-2027
CR25000167,"LOS PATIOS OF SNAPPER CREEK CONDOIMINIUM ASSOCIATION, INC.",11570 SW 2 ST MIAMI FLORIDA 33174,Condominium,Issued,No,01-31-2027
CR25000169,"CUTLER-CREEK VILLAGE CONDOMINIUM ASSOCIATION, INC.",10370 SW 220 ST MIAMI FLORIDA 33190,Condominium,Issued,No,01-31-2027
CR25000170,"STAR LAKE NORTH COMMODORE ASSOCIATION, INC",19305 NE 2 AVE NORTH MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR25000172,"SUNDIAL TOWERS CONDOMINIUM, INC.",8400 BYRON AVENUE MIAMI BEACH FL 33141,Condominium,Rejected,No,
CR25000173,"821 EUCLID CONDOMINIUM ASSOCIATION, INC.",821 EUCLID AVE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000174,"QUANTUM ON THE BAY CONDOMINIUM NO. ONE ASSOCIATION, INC.",1900 N BAYSHORE DR MIAMI FL 33132-3001,Condominium,Expired,Yes,01-31-2026
CR25000175,"MILAM CONDOMINIUM SOUTH, INC.",325 NW 72 AVE MIAMI FL 33126,Condominium,Issued,No,01-31-2027
CR25000176,"LESLIE ESTATES HOMEOWNERS' ASSOCIATION NO. 1, INC.",19468 NW 28 PLACE MIAMI GARDENS FL 33056,Homeowner,Issued,No,01-31-2027
CR25000177,"FIFTY SIX SIXTY COLLINS AVE. CONDOMINIUM, INC.",5660 COLLINS AVENUE MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR25000179,"CUTLER CREEK CLUB ASSOCIATION, INC.",VICINITY OF 10347 SW 209 LN MIAMI FL 33186,Homeowner,Issued,No,01-31-2027
CR25000182,"PARKER POINTE COMMUNITY ASSOCIATION, INC.",SW 162ND AVE AND SW 320TH ST HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR25000184,"LWG CONDOMINIUM ASSOCIATION, INC.",1250 LINCOLN RD MIAMI BEACH FL 33139,Condominium,Expired,Yes,01-31-2026
CR25000187,"VILLA 56 SOUTH CONDOMINIUM ASSOCIATION, INC.",1702 W 55 PLACE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000188,"J. C. M. H. CONDOMINIUM ASSOCIATION, INC.",14329 NW 78 AVE MIAMI LAKES FL 33016,Condominium,Closed,No,01-31-2026
CR25000189,"VISTA ALEGRE TOWNHOMES CONDOMINIUM ASSOCIATION, INC.",5625 W 26 COURT HIALEAH FL 33016,Condominium,Rejected,No,
CR25000191,"VENICE LANE, INC.",1725-1755 NE VENICE LANE NORTH MIAMI FL 33160,Cooperative,Issued,No,01-31-2027
CR25000192,"WHITEHALL REGENCY CONDOMINIUM ASSOCIATION, INC.",14860-14872 NW 6 AVE MIAMI FL 33162,Condominium,Expired,No,01-31-2026
CR25000193,"VILLA LUISA CONDOMINIUM ASSOCIATION, INC.",6175 W 20 AVE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000194,"ROYALE GREEN CONDOMINIUM ASSOCIATION, INC.",12802 SW 43 DR MIAMI FL 33175,Condominium,Issued,No,01-31-2027
CR25000195,"VILLAGE AT BRICKELL CONDOMINIUM ASSOCIATION, INC.",150 SW 10 ST MIAMI FLORIDA 33130,Condominium,Issued,No,01-31-2027
CR25000196,"LAS VILLAS DE VALENCIA CONDOMINIUM ASSOCIATION, INC.",200 SW 113 AVE MIAMI FL 33174,Condominium,Issued,No,01-31-2027
CR25000197,"WATERPOINT CONDOMINIUM ASSOCIATION, INC.",3868 NE 169 STREET NORTH MIAMI BEACH FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR25000198,"VILLAS ARANDEL CONDOMINIUM ASSOCIATION, INC.",2277 W 52 ST HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000200,"FLAMENCO CONDOMINIUM ASSOCIATION, INC.",1055 W 77 ST HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR25000201,"3070-3072 NEW YORK CONDOMINIUM ASSOCIATION, INC",3070 NEW YORK STREET MIAMI FLORIDA 33133,Condominium,Rejected,No,
CR25000203,"KEYSTONE ARMS CONDOMINIUM ASSOCIATION, INC.",13105 IXORA COURT NORTH MIAMI FLORIDA 33181,Condominium,Issued,No,01-31-2027
CR25000204,"ROYAL CONDOMINIUM ASSOCIATION, INC.",1855 SW 1 ST MIAMI FL 33135,Condominium,Expired,Yes,01-31-2026
CR25000205,"MYSTIC POINTE TOWNHOUSES CONDOMINIUM ASSOCIATION, INC.",3595 MYSTIC POINTE DR AVENTURA FL 33180-2553,Condominium,Issued,No,01-31-2027
CR25000207,"WESTLAND PARK CONDO ASSOCIATION #5, INC.",1750 W 60 ST HIALEAH FLORIDA 33012,Condominium,Issued,No,01-31-2027
CR25000208,"VILLAS DEL LAGO CONDOMINIUM ASSOCIATION, INC.",2631 W 52 PLACE HIALEAH FLORIDA 33016,Condominium,Issued,No,01-31-2027
CR25000211,"HIBISCUS GARDENS CONDOMINIUM ASSOCIATION, INC.",3065 HIBISCUS ST MIAMI FLORIDA 33133,Homeowner,Abandoned,No,
CR25000213,PRESTIGE APARTMENTS INC,70 NW 77 STREET MIAMI FL 33150,Cooperative,Issued,No,01-31-2027
CR25000214,"SILVER SPRING TOWERS, INC",1630 W 46TH ST HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000216,"ANTILLA PLACE CONDOMINIUM ASSOCIATION, INC.",45 ANTILLA AVE CORAL GABLES FLORIDA 33134,Condominium,Issued,No,01-31-2027
CR25000217,"ST. REMY CONDOMINIUM ASSOCIATION, INC.",1307-1309 EUCLID AVE. MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000218,"RIVER LOFTS CONDOMINIUM ASSOCIATION, INC.",1021 NW 3 STREET MIAMI FL 33128,Condominium,Issued,No,01-31-2027
CR25000219,"NAUTICO BAY CLUB CONDOMINIUM ASSOCIATION, INC.",6937 BAY DRIVE MIAMI BEACH FLORIDA 33141,Condominium,Issued,No,01-31-2027
CR25000220,LAS OLAS CONDOMINIUM,7899 NE BAYSHORE CT MIAMI FL 33138,Condominium,Issued,No,01-31-2027
CR25000221,"CARMEL LAKES CONDOMINIUM NO. 9 ASSOCIATION, INC.",20761 NE 4 PL MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR25000222,"EVERGREEN LAWNS CONDOMINIUM ASSOCIATION, INC.",2210 NW 34 TH ST MIAMI FLORIDA 33142,Condominium,Expired,Yes,01-31-2026
CR25000223,"LAGUNA POINTE CONDOMINIUM ASSOCIATION, INC.",20810 SAN SIMEON WAY MIAMI FLORIDA 33179,Condominium,Issued,No,01-31-2027
CR25000224,"CARMEL LAKES CONDOMINIUM NO. 10 ASSOCIATION, INC.",20730 NE 4 PL MIAMI FL 33015,Condominium,Issued,No,01-31-2027
CR25000225,EVERGLADES SOUTH CONDOMINIUM ASSOCIATION INC.,1337 EUCLID AVE. MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000226,"LAKE VIEW OF THE CALIFORNIA CLUB CONDOMINIUM II ASSOCIATION, INC.",20840 SAN SIMEON WAY MIAMI FLORIDA 33179,Condominium,Issued,No,01-31-2027
CR25000227,"SPRINGVIEW CONDOMINIUM ASSOCIATION, INC.",121 MORNINGSIDE DRIVE MIAMI SPRINGS FLORIDA 33166,Condominium,Expired,Yes,01-31-2026
CR25000228,"208 MERIDIAN CONDOMINIUM, INC.",208 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000229,"LINCOLN PLACE CONDOMINIUM ASSOCIATION, INC.",1551 MICHIGAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000230,"THE ADMIRALTY APARTMENTS, INC.",10150 & 10160 COLLINS AVENUE MIAMI BEACH FL 33139,Cooperative,Issued,No,01-31-2027
CR25000231,"VIRGINIA STREET CONDOMINIUM ASSOCIATION, INC.",2930 VIRGINIA ST MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR25000232,"JUBILEE VILLAS CONDOMINIUM ASSOCIATION, INC.",1060 NW 7TH ST MIAMI FL 33136,Condominium,Issued,No,01-31-2027
CR25000233,"L & M APARTMENTS, INC.",555 75 STREET MIAMI BEACH FLA 33141,Cooperative,Issued,No,01-31-2027
CR25000234,"TWIN HOMES VILLAGE I CONDOMINIUM ASSOCIATION, INC.",3652 SW 17 ST MIAMI FL 33145,Homeowner,Issued,No,01-31-2027
CR25000235,"STAR MERIDIAN CONDOMINIUM, INC",528 MERIDIAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR25000236,"SUNSET VILLAS PHASE II CONDOMINIUM ASSOCIATION, INC.",4841 NW 7 ST. MIAMI FL 33125,Condominium,Rejected,No,
CR25000237,"NEW WORLD CONDOMINIUM TOWNHOMES CONDOMINIUM ASSOCIATION, INC.",17501-17637 NW 7 AVE MIAMI GARDENS FLORIDA 33169,Condominium,Issued,No,01-31-2027
CR25000239,"VILAMUR CONDOMINIUM, INC.",7700 COLLINS AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR25000240,"THE COURTYARDS AT THE POINT CONDOMINIUM ASSOCIATION, INC.",21125 YACHT CLUB DR AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR25000241,"REFLECTIONS AT IMPERIAL LAKE HOMEOWNERS, INC",12301 NW 7TH LANE MIAMI FL 33182,Homeowner,Issued,No,01-31-2027
CR25000242,KENDALL FALLS CONDOMINIUM ASSOCIATION INC.,13880 SW 65 TERR DORAL FL 33172,Condominium,Issued,No,01-31-2027
CR25000243,"CASA DEL SOL CONDOMINIUM ASSOCIATION, INC.",1750 W 46 ST HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR25000244,"ST. JAMES ON THE BEACH CONDOMINIUM ASSOCIATION, INC.",1521 MERIDIAN AVENUE MIAMI BEACH FL 33139,Condominium,Expired,Yes,01-31-2026
CR25000245,"HIALEAH PLACE CONDOMINIUM ASSOCIATION, INC.",199 W 29 AVE HIALEAH FLORIDA 33012,Condominium,Expired,Yes,01-31-2026
CR25000246,"LENOX TOWERS CONDOMINIUM, INC",1030 9TH ST MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000247,"VALENCIA AT DORAL CONDOMINIUM NO. 1 ASSOCIATION, INC.",10000 NW 45TH TERRACE DORAL FL 33178,Condominium,Issued,No,01-31-2027
CR25000248,"VALENCIA AT DORAL CONDOMINIUM NO. 2 ASSOCIATION, INC.",10000 NW 45TH TERRACE DORAL FL 33178,Condominium,Issued,No,01-31-2027
CR25000249,"MARINER VILLAGE TOWNHOUSE CONDOMINIUM ASSOCIATION, INC.",20941 BAY COURT AVENTURA FL 33180,Condominium,Abandoned,No,
CR25000250,"MEDITERRANEAN VILLAGE MASTER ASSOCIATION, INC.",3700 ISLAND BLVD AVENTURA FL 33160,Master Association,Issued,No,01-31-2027
CR25000251,"ART DECO CONDOMINIUM ASSOCIATION, INC.",610 8 STREET MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR25000252,"ESSENZA AT 1410 EUCLID CONDOMINIUM ASSOCIATION, INC.",1410 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
